k,re_fixed,im_fixed
5089,-11857, 11307
5090,-11849, 11316
5091,-11840, 11325
5092,-11831, 11334
5093,-11823, 11343
5094,-11814, 11352
5095,-11805, 11361
5096,-11797, 11370
5097,-11788, 11379
5098,-11779, 11388
5099,-11770, 11397
5100,-11762, 11406
5101,-11753, 11415
5102,-11744, 11424
5103,-11735, 11433
5104,-11727, 11442
5105,-11718, 11451
5106,-11709, 11460
5107,-11700, 11469
5108,-11691, 11478
5109,-11683, 11487
5110,-11674, 11496
5111,-11665, 11505
5112,-11656, 11514
5113,-11647, 11523
5114,-11638, 11532
5115,-11630, 11541
5116,-11621, 11550
5117,-11612, 11559
5118,-11603, 11567
5119,-11594, 11576
5120,-11585, 11585
5121,-11576, 11594
5122,-11567, 11603
5123,-11559, 11612
5124,-11550, 11621
5125,-11541, 11630
5126,-11532, 11638
5127,-11523, 11647
5128,-11514, 11656
5129,-11505, 11665
5130,-11496, 11674
5131,-11487, 11683
5132,-11478, 11691
5133,-11469, 11700
5134,-11460, 11709
5135,-11451, 11718
5136,-11442, 11727
5137,-11433, 11735
5138,-11424, 11744
5139,-11415, 11753
5140,-11406, 11762
5141,-11397, 11770
5142,-11388, 11779
5143,-11379, 11788
5144,-11370, 11797
5145,-11361, 11805
5146,-11352, 11814
5147,-11343, 11823
5148,-11334, 11831
5149,-11325, 11840
5150,-11316, 11849
5151,-11307, 11857
5152,-11297, 11866
5153,-11288, 11875
5154,-11279, 11883
5155,-11270, 11892
5156,-11261, 11901
5157,-11252, 11909
5158,-11243, 11918
5159,-11234, 11927
5160,-11224, 11935
5161,-11215, 11944
5162,-11206, 11952
5163,-11197, 11961
5164,-11188, 11970
5165,-11179, 11978
5166,-11169, 11987
5167,-11160, 11995
5168,-11151, 12004
5169,-11142, 12012
5170,-11133, 12021
5171,-11123, 12029
5172,-11114, 12038
5173,-11105, 12046
5174,-11096, 12055
5175,-11086, 12064
5176,-11077, 12072
5177,-11068, 12080
5178,-11059, 12089
5179,-11049, 12097
5180,-11040, 12106
5181,-11031, 12114
5182,-11021, 12123
5183,-11012, 12131
5184,-11003, 12140
5185,-10994, 12148
5186,-10984, 12157
5187,-10975, 12165
5188,-10966, 12173
5189,-10956, 12182
5190,-10947, 12190
5191,-10937, 12199
5192,-10928, 12207
5193,-10919, 12215
5194,-10909, 12224
5195,-10900, 12232
5196,-10891, 12240
5197,-10881, 12249
5198,-10872, 12257
5199,-10862, 12266
5200,-10853, 12274
5201,-10844, 12282
5202,-10834, 12290
5203,-10825, 12299
5204,-10815, 12307
5205,-10806, 12315
5206,-10796, 12324
5207,-10787, 12332
5208,-10778, 12340
5209,-10768, 12348
5210,-10759, 12357
5211,-10749, 12365
5212,-10740, 12373
5213,-10730, 12381
5214,-10721, 12390
5215,-10711, 12398
5216,-10702, 12406
5217,-10692, 12414
5218,-10683, 12423
5219,-10673, 12431
5220,-10663, 12439
5221,-10654, 12447
5222,-10644, 12455
5223,-10635, 12463
5224,-10625, 12472
5225,-10616, 12480
5226,-10606, 12488
5227,-10597, 12496
5228,-10587, 12504
5229,-10577, 12512
5230,-10568, 12520
5231,-10558, 12528
5232,-10549, 12537
5233,-10539, 12545
5234,-10529, 12553
5235,-10520, 12561
5236,-10510, 12569
5237,-10500, 12577
5238,-10491, 12585
5239,-10481, 12593
5240,-10471, 12601
5241,-10462, 12609
5242,-10452, 12617
5243,-10442, 12625
5244,-10433, 12633
5245,-10423, 12641
5246,-10413, 12649
5247,-10404, 12657
5248,-10394, 12665
5249,-10384, 12673
5250,-10374, 12681
5251,-10365, 12689
5252,-10355, 12697
5253,-10345, 12705
5254,-10336, 12713
5255,-10326, 12721
5256,-10316, 12729
5257,-10306, 12736
5258,-10296, 12744
5259,-10287, 12752
5260,-10277, 12760
5261,-10267, 12768
5262,-10257, 12776
5263,-10248, 12784
5264,-10238, 12792
5265,-10228, 12799
5266,-10218, 12807
5267,-10208, 12815
5268,-10198, 12823
5269,-10189, 12831
5270,-10179, 12839
5271,-10169, 12846
5272,-10159, 12854
5273,-10149, 12862
5274,-10139, 12870
5275,-10129, 12878
5276,-10120, 12885
5277,-10110, 12893
5278,-10100, 12901
5279,-10090, 12909
5280,-10080, 12916
5281,-10070, 12924
5282,-10060, 12932
5283,-10050, 12939
5284,-10040, 12947
5285,-10030, 12955
5286,-10020, 12963
5287,-10010, 12970
5288,-10001, 12978
5289, -9991, 12986
5290, -9981, 12993
5291, -9971, 13001
5292, -9961, 13008
5293, -9951, 13016
5294, -9941, 13024
5295, -9931, 13031
5296, -9921, 13039
5297, -9911, 13047
5298, -9901, 13054
5299, -9891, 13062
5300, -9881, 13069
5301, -9871, 13077
5302, -9861, 13085
5303, -9851, 13092
5304, -9841, 13100
5305, -9830, 13107
5306, -9820, 13115
5307, -9810, 13122
5308, -9800, 13130
5309, -9790, 13137
5310, -9780, 13145
5311, -9770, 13152
5312, -9760, 13160
5313, -9750, 13167
5314, -9740, 13175
5315, -9730, 13182
5316, -9720, 13190
5317, -9709, 13197
5318, -9699, 13205
5319, -9689, 13212
5320, -9679, 13219
5321, -9669, 13227
5322, -9659, 13234
5323, -9649, 13242
5324, -9638, 13249
5325, -9628, 13256
5326, -9618, 13264
5327, -9608, 13271
5328, -9598, 13279
5329, -9588, 13286
5330, -9577, 13293
5331, -9567, 13301
5332, -9557, 13308
5333, -9547, 13315
5334, -9537, 13323
5335, -9526, 13330
5336, -9516, 13337
5337, -9506, 13344
5338, -9496, 13352
5339, -9485, 13359
5340, -9475, 13366
5341, -9465, 13374
5342, -9455, 13381
5343, -9444, 13388
5344, -9434, 13395
5345, -9424, 13403
5346, -9413, 13410
5347, -9403, 13417
5348, -9393, 13424
5349, -9383, 13431
5350, -9372, 13439
5351, -9362, 13446
5352, -9352, 13453
5353, -9341, 13460
5354, -9331, 13467
5355, -9321, 13474
5356, -9310, 13482
5357, -9300, 13489
5358, -9290, 13496
5359, -9279, 13503
5360, -9269, 13510
5361, -9259, 13517
5362, -9248, 13524
5363, -9238, 13531
5364, -9227, 13538
5365, -9217, 13546
5366, -9207, 13553
5367, -9196, 13560
5368, -9186, 13567
5369, -9175, 13574
5370, -9165, 13581
5371, -9155, 13588
5372, -9144, 13595
5373, -9134, 13602
5374, -9123, 13609
5375, -9113, 13616
5376, -9102, 13623
5377, -9092, 13630
5378, -9082, 13637
5379, -9071, 13644
5380, -9061, 13651
5381, -9050, 13658
5382, -9040, 13665
5383, -9029, 13671
5384, -9019, 13678
5385, -9008, 13685
5386, -8998, 13692
5387, -8987, 13699
5388, -8977, 13706
5389, -8966, 13713
5390, -8956, 13720
5391, -8945, 13727
5392, -8935, 13733
5393, -8924, 13740
5394, -8914, 13747
5395, -8903, 13754
5396, -8892, 13761
5397, -8882, 13768
5398, -8871, 13774
5399, -8861, 13781
5400, -8850, 13788
5401, -8840, 13795
5402, -8829, 13802
5403, -8818, 13808
5404, -8808, 13815
5405, -8797, 13822
5406, -8787, 13829
5407, -8776, 13835
5408, -8765, 13842
5409, -8755, 13849
5410, -8744, 13856
5411, -8734, 13862
5412, -8723, 13869
5413, -8712, 13876
5414, -8702, 13882
5415, -8691, 13889
5416, -8680, 13896
5417, -8670, 13902
5418, -8659, 13909
5419, -8648, 13916
5420, -8638, 13922
5421, -8627, 13929
5422, -8616, 13935
5423, -8606, 13942
5424, -8595, 13949
5425, -8584, 13955
5426, -8573, 13962
5427, -8563, 13968
5428, -8552, 13975
5429, -8541, 13981
5430, -8531, 13988
5431, -8520, 13995
5432, -8509, 14001
5433, -8498, 14008
5434, -8488, 14014
5435, -8477, 14021
5436, -8466, 14027
5437, -8455, 14034
5438, -8445, 14040
5439, -8434, 14047
5440, -8423, 14053
5441, -8412, 14059
5442, -8401, 14066
5443, -8391, 14072
5444, -8380, 14079
5445, -8369, 14085
5446, -8358, 14092
5447, -8347, 14098
5448, -8337, 14104
5449, -8326, 14111
5450, -8315, 14117
5451, -8304, 14124
5452, -8293, 14130
5453, -8283, 14136
5454, -8272, 14143
5455, -8261, 14149
5456, -8250, 14155
5457, -8239, 14162
5458, -8228, 14168
5459, -8217, 14174
5460, -8207, 14181
5461, -8196, 14187
5462, -8185, 14193
5463, -8174, 14199
5464, -8163, 14206
5465, -8152, 14212
5466, -8141, 14218
5467, -8130, 14224
5468, -8119, 14231
5469, -8108, 14237
5470, -8098, 14243
5471, -8087, 14249
5472, -8076, 14256
5473, -8065, 14262
5474, -8054, 14268
5475, -8043, 14274
5476, -8032, 14280
5477, -8021, 14286
5478, -8010, 14293
5479, -7999, 14299
5480, -7988, 14305
5481, -7977, 14311
5482, -7966, 14317
5483, -7955, 14323
5484, -7944, 14329
5485, -7933, 14335
5486, -7922, 14341
5487, -7911, 14347
5488, -7900, 14354
5489, -7889, 14360
5490, -7878, 14366
5491, -7867, 14372
5492, -7856, 14378
5493, -7845, 14384
5494, -7834, 14390
5495, -7823, 14396
5496, -7812, 14402
5497, -7801, 14408
5498, -7790, 14414
5499, -7779, 14420
5500, -7768, 14426
5501, -7757, 14432
5502, -7746, 14438
5503, -7734, 14443
5504, -7723, 14449
5505, -7712, 14455
5506, -7701, 14461
5507, -7690, 14467
5508, -7679, 14473
5509, -7668, 14479
5510, -7657, 14485
5511, -7646, 14491
5512, -7635, 14497
5513, -7623, 14502
5514, -7612, 14508
5515, -7601, 14514
5516, -7590, 14520
5517, -7579, 14526
5518, -7568, 14531
5519, -7557, 14537
5520, -7545, 14543
5521, -7534, 14549
5522, -7523, 14555
5523, -7512, 14560
5524, -7501, 14566
5525, -7490, 14572
5526, -7478, 14578
5527, -7467, 14583
5528, -7456, 14589
5529, -7445, 14595
5530, -7434, 14601
5531, -7423, 14606
5532, -7411, 14612
5533, -7400, 14618
5534, -7389, 14623
5535, -7378, 14629
5536, -7366, 14635
5537, -7355, 14640
5538, -7344, 14646
5539, -7333, 14651
5540, -7321, 14657
5541, -7310, 14663
5542, -7299, 14668
5543, -7288, 14674
5544, -7276, 14680
5545, -7265, 14685
5546, -7254, 14691
5547, -7243, 14696
5548, -7231, 14702
5549, -7220, 14707
5550, -7209, 14713
5551, -7198, 14718
5552, -7186, 14724
5553, -7175, 14729
5554, -7164, 14735
5555, -7152, 14740
5556, -7141, 14746
5557, -7130, 14751
5558, -7118, 14757
5559, -7107, 14762
5560, -7096, 14768
5561, -7084, 14773
5562, -7073, 14779
5563, -7062, 14784
5564, -7050, 14789
5565, -7039, 14795
5566, -7028, 14800
5567, -7016, 14806
5568, -7005, 14811
5569, -6994, 14816
5570, -6982, 14822
5571, -6971, 14827
5572, -6960, 14832
5573, -6948, 14838
5574, -6937, 14843
5575, -6925, 14848
5576, -6914, 14854
5577, -6903, 14859
5578, -6891, 14864
5579, -6880, 14870
5580, -6868, 14875
5581, -6857, 14880
5582, -6846, 14885
5583, -6834, 14891
5584, -6823, 14896
5585, -6811, 14901
5586, -6800, 14906
5587, -6788, 14911
5588, -6777, 14917
5589, -6766, 14922
5590, -6754, 14927
5591, -6743, 14932
5592, -6731, 14937
5593, -6720, 14943
5594, -6708, 14948
5595, -6697, 14953
5596, -6685, 14958
5597, -6674, 14963
5598, -6662, 14968
5599, -6651, 14973
5600, -6639, 14978
5601, -6628, 14984
5602, -6616, 14989
5603, -6605, 14994
5604, -6593, 14999
5605, -6582, 15004
5606, -6570, 15009
5607, -6559, 15014
5608, -6547, 15019
5609, -6536, 15024
5610, -6524, 15029
5611, -6513, 15034
5612, -6501, 15039
5613, -6490, 15044
5614, -6478, 15049
5615, -6467, 15054
5616, -6455, 15059
5617, -6444, 15064
5618, -6432, 15069
5619, -6420, 15074
5620, -6409, 15078
5621, -6397, 15083
5622, -6386, 15088
5623, -6374, 15093
5624, -6363, 15098
5625, -6351, 15103
5626, -6339, 15108
5627, -6328, 15113
5628, -6316, 15118
5629, -6305, 15122
5630, -6293, 15127
5631, -6281, 15132
5632, -6270, 15137
5633, -6258, 15142
5634, -6247, 15146
5635, -6235, 15151
5636, -6223, 15156
5637, -6212, 15161
5638, -6200, 15166
5639, -6189, 15170
5640, -6177, 15175
5641, -6165, 15180
5642, -6154, 15184
5643, -6142, 15189
5644, -6130, 15194
5645, -6119, 15199
5646, -6107, 15203
5647, -6095, 15208
5648, -6084, 15213
5649, -6072, 15217
5650, -6060, 15222
5651, -6049, 15227
5652, -6037, 15231
5653, -6025, 15236
5654, -6014, 15240
5655, -6002, 15245
5656, -5990, 15250
5657, -5979, 15254
5658, -5967, 15259
5659, -5955, 15263
5660, -5943, 15268
5661, -5932, 15273
5662, -5920, 15277
5663, -5908, 15282
5664, -5897, 15286
5665, -5885, 15291
5666, -5873, 15295
5667, -5861, 15300
5668, -5850, 15304
5669, -5838, 15309
5670, -5826, 15313
5671, -5814, 15318
5672, -5803, 15322
5673, -5791, 15326
5674, -5779, 15331
5675, -5767, 15335
5676, -5756, 15340
5677, -5744, 15344
5678, -5732, 15349
5679, -5720, 15353
5680, -5708, 15357
5681, -5697, 15362
5682, -5685, 15366
5683, -5673, 15370
5684, -5661, 15375
5685, -5650, 15379
5686, -5638, 15383
5687, -5626, 15388
5688, -5614, 15392
5689, -5602, 15396
5690, -5591, 15401
5691, -5579, 15405
5692, -5567, 15409
5693, -5555, 15414
5694, -5543, 15418
5695, -5531, 15422
5696, -5520, 15426
5697, -5508, 15430
5698, -5496, 15435
5699, -5484, 15439
5700, -5472, 15443
5701, -5460, 15447
5702, -5449, 15451
5703, -5437, 15456
5704, -5425, 15460
5705, -5413, 15464
5706, -5401, 15468
5707, -5389, 15472
5708, -5377, 15476
5709, -5366, 15481
5710, -5354, 15485
5711, -5342, 15489
5712, -5330, 15493
5713, -5318, 15497
5714, -5306, 15501
5715, -5294, 15505
5716, -5282, 15509
5717, -5270, 15513
5718, -5259, 15517
5719, -5247, 15521
5720, -5235, 15525
5721, -5223, 15529
5722, -5211, 15533
5723, -5199, 15537
5724, -5187, 15541
5725, -5175, 15545
5726, -5163, 15549
5727, -5151, 15553
5728, -5139, 15557
5729, -5127, 15561
5730, -5115, 15565
5731, -5104, 15569
5732, -5092, 15573
5733, -5080, 15577
5734, -5068, 15581
5735, -5056, 15584
5736, -5044, 15588
5737, -5032, 15592
5738, -5020, 15596
5739, -5008, 15600
5740, -4996, 15604
5741, -4984, 15608
5742, -4972, 15611
5743, -4960, 15615
5744, -4948, 15619
5745, -4936, 15623
5746, -4924, 15627
5747, -4912, 15630
5748, -4900, 15634
5749, -4888, 15638
5750, -4876, 15642
5751, -4864, 15645
5752, -4852, 15649
5753, -4840, 15653
5754, -4828, 15656
5755, -4816, 15660
5756, -4804, 15664
5757, -4792, 15668
5758, -4780, 15671
5759, -4768, 15675
5760, -4756, 15679
5761, -4744, 15682
5762, -4732, 15686
5763, -4720, 15689
5764, -4708, 15693
5765, -4696, 15697
5766, -4684, 15700
5767, -4672, 15704
5768, -4660, 15707
5769, -4648, 15711
5770, -4636, 15715
5771, -4624, 15718
5772, -4612, 15722
5773, -4599, 15725
5774, -4587, 15729
5775, -4575, 15732
5776, -4563, 15736
5777, -4551, 15739
5778, -4539, 15743
5779, -4527, 15746
5780, -4515, 15750
5781, -4503, 15753
5782, -4491, 15757
5783, -4479, 15760
5784, -4467, 15763
5785, -4455, 15767
5786, -4442, 15770
5787, -4430, 15774
5788, -4418, 15777
5789, -4406, 15780
5790, -4394, 15784
5791, -4382, 15787
5792, -4370, 15791
5793, -4358, 15794
5794, -4346, 15797
5795, -4333, 15801
5796, -4321, 15804
5797, -4309, 15807
5798, -4297, 15810
5799, -4285, 15814
5800, -4273, 15817
5801, -4261, 15820
5802, -4249, 15824
5803, -4236, 15827
5804, -4224, 15830
5805, -4212, 15833
5806, -4200, 15837
5807, -4188, 15840
5808, -4176, 15843
5809, -4164, 15846
5810, -4151, 15849
5811, -4139, 15853
5812, -4127, 15856
5813, -4115, 15859
5814, -4103, 15862
5815, -4091, 15865
5816, -4078, 15868
5817, -4066, 15871
5818, -4054, 15875
5819, -4042, 15878
5820, -4030, 15881
5821, -4018, 15884
5822, -4005, 15887
5823, -3993, 15890
5824, -3981, 15893
5825, -3969, 15896
5826, -3957, 15899
5827, -3944, 15902
5828, -3932, 15905
5829, -3920, 15908
5830, -3908, 15911
5831, -3896, 15914
5832, -3883, 15917
5833, -3871, 15920
5834, -3859, 15923
5835, -3847, 15926
5836, -3835, 15929
5837, -3822, 15932
5838, -3810, 15935
5839, -3798, 15938
5840, -3786, 15941
5841, -3773, 15944
5842, -3761, 15946
5843, -3749, 15949
5844, -3737, 15952
5845, -3724, 15955
5846, -3712, 15958
5847, -3700, 15961
5848, -3688, 15964
5849, -3676, 15966
5850, -3663, 15969
5851, -3651, 15972
5852, -3639, 15975
5853, -3627, 15978
5854, -3614, 15980
5855, -3602, 15983
5856, -3590, 15986
5857, -3577, 15989
5858, -3565, 15991
5859, -3553, 15994
5860, -3541, 15997
5861, -3528, 16000
5862, -3516, 16002
5863, -3504, 16005
5864, -3492, 16008
5865, -3479, 16010
5866, -3467, 16013
5867, -3455, 16016
5868, -3442, 16018
5869, -3430, 16021
5870, -3418, 16024
5871, -3406, 16026
5872, -3393, 16029
5873, -3381, 16031
5874, -3369, 16034
5875, -3356, 16037
5876, -3344, 16039
5877, -3332, 16042
5878, -3320, 16044
5879, -3307, 16047
5880, -3295, 16049
5881, -3283, 16052
5882, -3270, 16054
5883, -3258, 16057
5884, -3246, 16059
5885, -3233, 16062
5886, -3221, 16064
5887, -3209, 16067
5888, -3196, 16069
5889, -3184, 16072
5890, -3172, 16074
5891, -3159, 16076
5892, -3147, 16079
5893, -3135, 16081
5894, -3122, 16084
5895, -3110, 16086
5896, -3098, 16088
5897, -3085, 16091
5898, -3073, 16093
5899, -3061, 16096
5900, -3048, 16098
5901, -3036, 16100
5902, -3024, 16103
5903, -3011, 16105
5904, -2999, 16107
5905, -2987, 16109
5906, -2974, 16112
5907, -2962, 16114
5908, -2949, 16116
5909, -2937, 16119
5910, -2925, 16121
5911, -2912, 16123
5912, -2900, 16125
5913, -2888, 16128
5914, -2875, 16130
5915, -2863, 16132
5916, -2851, 16134
5917, -2838, 16136
5918, -2826, 16138
5919, -2813, 16141
5920, -2801, 16143
5921, -2789, 16145
5922, -2776, 16147
5923, -2764, 16149
5924, -2752, 16151
5925, -2739, 16153
5926, -2727, 16156
5927, -2714, 16158
5928, -2702, 16160
5929, -2690, 16162
5930, -2677, 16164
5931, -2665, 16166
5932, -2652, 16168
5933, -2640, 16170
5934, -2628, 16172
5935, -2615, 16174
5936, -2603, 16176
5937, -2590, 16178
5938, -2578, 16180
5939, -2566, 16182
5940, -2553, 16184
5941, -2541, 16186
5942, -2528, 16188
5943, -2516, 16190
5944, -2503, 16192
5945, -2491, 16194
5946, -2479, 16195
5947, -2466, 16197
5948, -2454, 16199
5949, -2441, 16201
5950, -2429, 16203
5951, -2416, 16205
5952, -2404, 16207
5953, -2392, 16209
5954, -2379, 16210
5955, -2367, 16212
5956, -2354, 16214
5957, -2342, 16216
5958, -2329, 16218
5959, -2317, 16219
5960, -2305, 16221
5961, -2292, 16223
5962, -2280, 16225
5963, -2267, 16226
5964, -2255, 16228
5965, -2242, 16230
5966, -2230, 16232
5967, -2217, 16233
5968, -2205, 16235
5969, -2193, 16237
5970, -2180, 16238
5971, -2168, 16240
5972, -2155, 16242
5973, -2143, 16243
5974, -2130, 16245
5975, -2118, 16247
5976, -2105, 16248
5977, -2093, 16250
5978, -2080, 16251
5979, -2068, 16253
5980, -2055, 16255
5981, -2043, 16256
5982, -2031, 16258
5983, -2018, 16259
5984, -2006, 16261
5985, -1993, 16262
5986, -1981, 16264
5987, -1968, 16265
5988, -1956, 16267
5989, -1943, 16268
5990, -1931, 16270
5991, -1918, 16271
5992, -1906, 16273
5993, -1893, 16274
5994, -1881, 16276
5995, -1868, 16277
5996, -1856, 16279
5997, -1843, 16280
5998, -1831, 16281
5999, -1818, 16283
6000, -1806, 16284
6001, -1793, 16286
6002, -1781, 16287
6003, -1768, 16288
6004, -1756, 16290
6005, -1743, 16291
6006, -1731, 16292
6007, -1718, 16294
6008, -1706, 16295
6009, -1693, 16296
6010, -1681, 16298
6011, -1668, 16299
6012, -1656, 16300
6013, -1643, 16301
6014, -1631, 16303
6015, -1618, 16304
6016, -1606, 16305
6017, -1593, 16306
6018, -1581, 16308
6019, -1568, 16309
6020, -1556, 16310
6021, -1543, 16311
6022, -1531, 16312
6023, -1518, 16313
6024, -1506, 16315
6025, -1493, 16316
6026, -1481, 16317
6027, -1468, 16318
6028, -1456, 16319
6029, -1443, 16320
6030, -1431, 16321
6031, -1418, 16323
6032, -1406, 16324
6033, -1393, 16325
6034, -1381, 16326
6035, -1368, 16327
6036, -1356, 16328
6037, -1343, 16329
6038, -1331, 16330
6039, -1318, 16331
6040, -1306, 16332
6041, -1293, 16333
6042, -1280, 16334
6043, -1268, 16335
6044, -1255, 16336
6045, -1243, 16337
6046, -1230, 16338
6047, -1218, 16339
6048, -1205, 16340
6049, -1193, 16341
6050, -1180, 16341
6051, -1168, 16342
6052, -1155, 16343
6053, -1143, 16344
6054, -1130, 16345
6055, -1118, 16346
6056, -1105, 16347
6057, -1092, 16348
6058, -1080, 16348
6059, -1067, 16349
6060, -1055, 16350
6061, -1042, 16351
6062, -1030, 16352
6063, -1017, 16352
6064, -1005, 16353
6065,  -992, 16354
6066,  -980, 16355
6067,  -967, 16355
6068,  -955, 16356
6069,  -942, 16357
6070,  -929, 16358
6071,  -917, 16358
6072,  -904, 16359
6073,  -892, 16360
6074,  -879, 16360
6075,  -867, 16361
6076,  -854, 16362
6077,  -842, 16362
6078,  -829, 16363
6079,  -816, 16364
6080,  -804, 16364
6081,  -791, 16365
6082,  -779, 16365
6083,  -766, 16366
6084,  -754, 16367
6085,  -741, 16367
6086,  -729, 16368
6087,  -716, 16368
6088,  -704, 16369
6089,  -691, 16369
6090,  -678, 16370
6091,  -666, 16370
6092,  -653, 16371
6093,  -641, 16371
6094,  -628, 16372
6095,  -616, 16372
6096,  -603, 16373
6097,  -590, 16373
6098,  -578, 16374
6099,  -565, 16374
6100,  -553, 16375
6101,  -540, 16375
6102,  -528, 16375
6103,  -515, 16376
6104,  -503, 16376
6105,  -490, 16377
6106,  -477, 16377
6107,  -465, 16377
6108,  -452, 16378
6109,  -440, 16378
6110,  -427, 16378
6111,  -415, 16379
6112,  -402, 16379
6113,  -390, 16379
6114,  -377, 16380
6115,  -364, 16380
6116,  -352, 16380
6117,  -339, 16380
6118,  -327, 16381
6119,  -314, 16381
6120,  -302, 16381
6121,  -289, 16381
6122,  -276, 16382
6123,  -264, 16382
6124,  -251, 16382
6125,  -239, 16382
6126,  -226, 16382
6127,  -214, 16383
6128,  -201, 16383
6129,  -188, 16383
6130,  -176, 16383
6131,  -163, 16383
6132,  -151, 16383
6133,  -138, 16383
6134,  -126, 16384
6135,  -113, 16384
6136,  -101, 16384
6137,   -88, 16384
6138,   -75, 16384
6139,   -63, 16384
6140,   -50, 16384
6141,   -38, 16384
6142,   -25, 16384
6143,   -13, 16384
6144,     0, 16384
6145,    13, 16384
6146,    25, 16384
6147,    38, 16384
6148,    50, 16384
6149,    63, 16384
6150,    75, 16384
6151,    88, 16384
6152,   101, 16384
6153,   113, 16384
6154,   126, 16384
6155,   138, 16383
6156,   151, 16383
6157,   163, 16383
6158,   176, 16383
6159,   188, 16383
6160,   201, 16383
6161,   214, 16383
6162,   226, 16382
6163,   239, 16382
6164,   251, 16382
6165,   264, 16382
6166,   276, 16382
6167,   289, 16381
6168,   302, 16381
6169,   314, 16381
6170,   327, 16381
6171,   339, 16380
6172,   352, 16380
6173,   364, 16380
6174,   377, 16380
6175,   390, 16379
6176,   402, 16379
6177,   415, 16379
6178,   427, 16378
6179,   440, 16378
6180,   452, 16378
6181,   465, 16377
6182,   477, 16377
6183,   490, 16377
6184,   503, 16376
6185,   515, 16376
6186,   528, 16375
6187,   540, 16375
6188,   553, 16375
6189,   565, 16374
6190,   578, 16374
6191,   590, 16373
6192,   603, 16373
6193,   616, 16372
6194,   628, 16372
6195,   641, 16371
6196,   653, 16371
6197,   666, 16370
6198,   678, 16370
6199,   691, 16369
6200,   704, 16369
6201,   716, 16368
6202,   729, 16368
6203,   741, 16367
6204,   754, 16367
6205,   766, 16366
6206,   779, 16365
6207,   791, 16365
6208,   804, 16364
6209,   816, 16364
6210,   829, 16363
6211,   842, 16362
6212,   854, 16362
6213,   867, 16361
6214,   879, 16360
6215,   892, 16360
6216,   904, 16359
6217,   917, 16358
6218,   929, 16358
6219,   942, 16357
6220,   955, 16356
6221,   967, 16355
6222,   980, 16355
6223,   992, 16354
6224,  1005, 16353
6225,  1017, 16352
6226,  1030, 16352
6227,  1042, 16351
6228,  1055, 16350
6229,  1067, 16349
6230,  1080, 16348
6231,  1092, 16348
6232,  1105, 16347
6233,  1118, 16346
6234,  1130, 16345
6235,  1143, 16344
6236,  1155, 16343
6237,  1168, 16342
6238,  1180, 16341
6239,  1193, 16341
6240,  1205, 16340
6241,  1218, 16339
6242,  1230, 16338
6243,  1243, 16337
6244,  1255, 16336
6245,  1268, 16335
6246,  1280, 16334
6247,  1293, 16333
6248,  1306, 16332
6249,  1318, 16331
6250,  1331, 16330
6251,  1343, 16329
6252,  1356, 16328
6253,  1368, 16327
6254,  1381, 16326
6255,  1393, 16325
6256,  1406, 16324
6257,  1418, 16323
6258,  1431, 16321
6259,  1443, 16320
6260,  1456, 16319
6261,  1468, 16318
6262,  1481, 16317
6263,  1493, 16316
6264,  1506, 16315
6265,  1518, 16313
6266,  1531, 16312
6267,  1543, 16311
6268,  1556, 16310
6269,  1568, 16309
6270,  1581, 16308
6271,  1593, 16306
6272,  1606, 16305
6273,  1618, 16304
6274,  1631, 16303
6275,  1643, 16301
6276,  1656, 16300
6277,  1668, 16299
6278,  1681, 16298
6279,  1693, 16296
6280,  1706, 16295
6281,  1718, 16294
6282,  1731, 16292
6283,  1743, 16291
6284,  1756, 16290
6285,  1768, 16288
6286,  1781, 16287
6287,  1793, 16286
6288,  1806, 16284
6289,  1818, 16283
6290,  1831, 16281
6291,  1843, 16280
6292,  1856, 16279
6293,  1868, 16277
6294,  1881, 16276
6295,  1893, 16274
6296,  1906, 16273
6297,  1918, 16271
6298,  1931, 16270
6299,  1943, 16268
6300,  1956, 16267
6301,  1968, 16265
6302,  1981, 16264
6303,  1993, 16262
6304,  2006, 16261
6305,  2018, 16259
6306,  2031, 16258
6307,  2043, 16256
6308,  2055, 16255
6309,  2068, 16253
6310,  2080, 16251
6311,  2093, 16250
6312,  2105, 16248
6313,  2118, 16247
6314,  2130, 16245
6315,  2143, 16243
6316,  2155, 16242
6317,  2168, 16240
6318,  2180, 16238
6319,  2193, 16237
6320,  2205, 16235
6321,  2217, 16233
6322,  2230, 16232
6323,  2242, 16230
6324,  2255, 16228
6325,  2267, 16226
6326,  2280, 16225
6327,  2292, 16223
6328,  2305, 16221
6329,  2317, 16219
6330,  2329, 16218
6331,  2342, 16216
6332,  2354, 16214
6333,  2367, 16212
6334,  2379, 16210
6335,  2392, 16209
6336,  2404, 16207
6337,  2416, 16205
6338,  2429, 16203
6339,  2441, 16201
6340,  2454, 16199
6341,  2466, 16197
6342,  2479, 16195
6343,  2491, 16194
6344,  2503, 16192
6345,  2516, 16190
6346,  2528, 16188
6347,  2541, 16186
6348,  2553, 16184
6349,  2566, 16182
6350,  2578, 16180
6351,  2590, 16178
6352,  2603, 16176
6353,  2615, 16174
6354,  2628, 16172
6355,  2640, 16170
6356,  2652, 16168
6357,  2665, 16166
6358,  2677, 16164
6359,  2690, 16162
6360,  2702, 16160
6361,  2714, 16158
6362,  2727, 16156
6363,  2739, 16153
6364,  2752, 16151
6365,  2764, 16149
6366,  2776, 16147
